,movie_title,content_rating,genres,runtime,top_critic,review_content,recommended
776153,Seed of Chucky,R,"Comedy, Horror",86.0,True,The film mostly shoots blanks; it's less than the sum of its in-jokes.,0
965028,The Hangover Part II,R,Comedy,102.0,True,"If you want to avoid plot spoilers for The Hangover Part II, don't watch The Hangover.",0
1114728,Wonder Wheel,PG-13,Drama,101.0,False,The parallels between Allen's own forbidden love for the step-daughter of his girlfriend and the plot of this story are awfully blatant.,0
340568,Fiddler on the Roof,G,"Classics, Comedy, Drama, Kids & Family, Musical & Performing Arts",181.0,False,"All I can say is that a very good stage show has, for me, been transformed into an equally good work of cinema.",1
961233,The Grandmaster,PG-13,"Action & Adventure, Art House & International, Drama, Special Interest",130.0,True,"A scintillating mix of explosive action choreography and suppressed emotions, but it could have used more work on consistency in tone and character development.",1
1012278,The Santa Clause 2,G,"Comedy, Kids & Family, Science Fiction & Fantasy",104.0,False,I loved Tim Allen in The Santa Clause. It was a perfect match for his self-effacing humor. And he's even better in Santa Clause 2.,1
464878,It Stains the Sands Red,NR,Horror,92.0,False,"I'd absolutely recommend it to all fans, but especially those who have felt like they need to see something new when it comes to their zombie cinema.",1
937555,The Chateau,R,"Comedy, Drama",93.0,True,A culture clash comedy only half as clever as it thinks it is.,0
351413,The Flying Scotsman,PG-13,Drama,103.0,False,A typically engaging performance from Johnny Lee Miller takes this slightly above the usual underdog movie cliche.,1
19041,Dune,PG-13,Science Fiction & Fantasy,137.0,True,"Several of the characters in Dune are psychic, which puts them in the unique position of being able to understand what goes on in the movie.",0
826923,Smallfoot,PG,"Action & Adventure, Animation, Comedy, Kids & Family",96.0,True,"The conceit is nicely done, and the film's unexpectedly heartfelt message about empathy and looking at the world through someone else's eyes just about makes up for its bland animation, smart-arsed script and generic clappy-blah songs.",1
155951,Back Roads,NR,Drama,101.0,False,"The morose, brooding film is certainly a change of pace for Pettyfer, but only a sporadically effective one.",0
760672,Saving Mr. Banks,PG-13,"Comedy, Drama",125.0,False,"Despite its likable sheen, breezy style and occasional emotional wallop, ""Saving Mr. Banks"" makes the mistake of minimizing, as opposed to illuminating, the creative process.",0
1122629,Yesterday,PG-13,"Comedy, Science Fiction & Fantasy, Romance",116.0,False,"A little bit of fantasy. A little more on romance. While the film was generally pleasing, I feel it only touches on the surface of this new world it conjured.",1
536964,Love Crime,NR,"Art House & International, Mystery & Suspense",106.0,True,"Corneau paints the business scenes with brushstrokes that aren't always credible but is better at the psychological battle between the two women, aided by very watchable performances from Scott Thomas and Sagnier.",1
711887,Remember the Titans,PG,Drama,113.0,False,"This film ... is distributed under the Walt Disney brand, which means that it's supposed to be uplifting. Usually it means that it's for very little kids. Fortunately, this isn't the case and parents should be able to sit through it without any problems.",1
825587,Slumdog Millionaire,R,"Drama, Romance",116.0,True,"The beautifully rendered and energetic tale celebrates resilience, the power of knowledge and the vitality of the human experience. Horrifying, humorous and life-affirming, it is, above all, unforgettable.",1
327864,Exam,NR,"Horror, Mystery & Suspense, Science Fiction & Fantasy",101.0,False,"An intriguing, claustrophobic thriller.",1
149855,Audrie & Daisy,NR,Documentary,90.0,False,This film doesn't convey either the tragedy or the responses to it in any way not hidebound by documentary convention.,0
1007236,The Queen of Versailles,PG,"Documentary, Special Interest",100.0,False,The result is a rich portrait.,1
349666,Flight,R,"Drama, Mystery & Suspense",138.0,False,"Alas, director Robert Zemeckis opts for the least exciting arc - a voyage into the Days Of Wine And Roses.",0
922748,The 9th Life of Louis Drax,R,Mystery & Suspense,108.0,True,"Either you'll be willing to go with some of its wilder visual conceits or you won't. (I was, for the most part.)",1
328201,Existenz,R,"Action & Adventure, Science Fiction & Fantasy",97.0,False,eXistenZ is a hugely enjoyable SF thriller with a playfulness to its narrative that keeps you well and truly baffled as too where you are.,1
704684,Red Army,PG,"Documentary, Sports & Fitness",85.0,False,"A fast-moving, fascinating and at times even fun documentary residing squarely at the intersection of sports and geopolitical history.",1
839084,Son of Rambow,PG-13,Comedy,95.0,False,"First-timers Milner and Poulter are engagingly unaffected and convey a real sense of the explosive joy the right movie at the right time can spark, along with the fierce desire to make it your own.",1
198719,The Boondock Saints,R,"Action & Adventure, Comedy, Drama, Mystery & Suspense",110.0,False,"The Boondock Saints has ended up a cheap looking B-movie that's pretentious, derivative, and sorely lacking a sense of fun.",0
191584,Blockers,R,Comedy,102.0,False,"It leaves one fairly unsatisfied: the film definitely rises above its premise, but the bottom line is that it simply does not rise enough.",1
956014,The Fountain,PG-13,"Drama, Science Fiction & Fantasy",96.0,True,"It's a sprawling experiment in philosophical time travel and metaphysical noodling. And it's an earnest, magnificent wreck.",1
731818,Robots,PG,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",90.0,False,Wonderfully entertaining! Visually tantalizing! Musically upbeat! A modern animation with the spirit of The Wizard of Oz and Willy Wonka.,1
505100,Lambert & Stamp,R,"Documentary, Special Interest",117.0,True,"In many ways, Lambert & Stamp is the ultimate mismatched buddy movie. The difference is, this vivid, fascinating documentary is true.",1
389214,Grave of the Fireflies (Hotaru no haka),NR,"Animation, Anime & Manga, Art House & International, Drama",88.0,False,haunting...devastating,1
499771,Kung Fu Hustle,R,"Action & Adventure, Art House & International, Comedy, Drama, Romance",99.0,False,"It is at once a coming of age story, a gangland epic, a martial arts melee, a romantic comedy and dissertation on spirituality.",1
936151,The Call,R,Mystery & Suspense,96.0,False,"... this claustrophobic little shocker starts out with promise but soon falls prey to idiotic plotting. It winds up as a lesser variation on 'Silence of the Lambs' ... Sorry, wrong number.",0
969407,The Host,R,"Action & Adventure, Art House & International, Comedy, Drama, Horror",119.0,False,What distinguished this horror pic is its emphasis on the personal--on love of family rather than the fight against the beast,1
626408,Once Upon a Deadpool,PG-13,"Action & Adventure, Comedy",118.0,True,"In the end, the whole clean-up project is as shrug-worthy as most of the ""Unrated Director's Cut!"" edits that go the other direction on home video, promising more nudity and gore but changing little of consequence.",0
803853,Shrek 2,PG,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",92.0,False,"... an empty pastiche of references bereft of heart. To its credit, however, there are no Smash Mouth songs this time.",0
572633,Midsommar,R,Horror,145.0,True,"""Midsommar"" is no slouch on chills, but they creep up slowly, like a bad trip from one of the Swedes' festive glasses of hallucinogenic tea, and are leavened with an occasional dash of humor.",1
606147,Needful Things,R,Horror,120.0,False,"Appropriately enough, the film climaxes with a series of huge explosions, each bigger and louder than the one before.",0
106762,A Wrinkle in Time,PG,"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",109.0,False,"The film's narrative is choppy and graceless, with wild tonal shifts and an internal logical that too often seems faulty. The famous scene from the book of Meg explaining the tesseract inexplicably gets cut from the film, which makes the story confusing.",0
807084,Siddharth,NR,Drama,96.0,True,"A sense of hopelessness invades every frame of ""Siddharth,"" yet its story is not emotionally manipulative.",1
415784,High Life,R,"Action & Adventure, Art House & International, Science Fiction & Fantasy",113.0,False,"Challenging in form and function, this humanist sci-fi places character and plot secondary to tone and obscured questions about meaning and destiny.",1
901942,Superman III,PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",125.0,True,"It's a cinematic comic book, shallow, silly, filled with stunts and action, without much human interest.",0
717703,Resurrecting the Champ,PG-13,Drama,112.0,False,...never becomes as compelling as it promises to be...,1
760810,Saving Mr. Banks,PG-13,"Comedy, Drama",125.0,False,Take a tissue and be prepared for a heartfelt experience,1
585511,Monster's Ball,R,"Drama, Mystery & Suspense, Romance",111.0,False,"There is so little love in this movie - it's really depressing. It's hard to buy into the rapid transformation that Billy Bob Thornton's character makes. You either believe the chemistry between the two actors, or you don't - I didn't.",0
250575,Coherence,NR,"Drama, Science Fiction & Fantasy",89.0,False,There is still enough here to detain sci-fi conspiracy theorists and a low-key pay off is nicely handled.,1
295721,Do the Right Thing,R,"Comedy, Drama",120.0,False,"Lee's theatrical piece speaks the Truth, Ruth. And it just ain't simple.",1
446158,In Fear,R,Mystery & Suspense,85.0,True,"Grips like a 4x4, even as the escalating tension threatens to spin out of control.",1
604465,National Lampoon's Christmas Vacation,PG-13,Comedy,97.0,False,"National Lampoon's Christmas Vacation isn't the finest Xmas movie you'll ever see, but it's disarmingly heartfelt at times, and the over-the-top extravaganzas (like the house lights you could probably see from space) epitomize Christmas.",1
1123561,You Don't Nomi,NR,Documentary,92.0,True,"I think the point is that Elizabeth Berkley's performance, however bizarre, has a fierce, focused intensity like the rest of the film, which accumulates in your senses.",1
