ShapeName,Profile,Midcurve,Profile_brep,Midcurve_brep
Plus_rotated_104,"[[-24.26, -6.05], [-26.68, 3.65], [-46.08, -1.18], [-47.29, 3.67], [-27.89, 8.51], [-30.31, 18.21], [-25.45, 19.42], [-23.03, 9.72], [-3.63, 14.55], [-2.42, 9.7], [-21.83, 4.86], [-19.41, -4.84]]","[[-3.02, 12.13], [-24.86, 6.69], [-46.69, 1.24], [-21.83, -5.44], [-27.88, 18.81]]","{""Points"": [[-24.26, -6.05], [-26.68, 3.65], [-46.08, -1.18], [-47.29, 3.67], [-27.89, 8.51], [-30.31, 18.21], [-25.45, 19.42], [-23.03, 9.72], [-3.63, 14.55], [-2.42, 9.7], [-21.83, 4.86], [-19.41, -4.84]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-3.02, 12.13], [-24.86, 6.69], [-46.69, 1.24], [-21.83, -5.44], [-27.88, 18.81]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_104,"[[-24.26, -6.05], [-30.31, 18.21], [-25.45, 19.42], [-23.03, 9.72], [-3.63, 14.55], [-2.42, 9.7], [-21.83, 4.86], [-19.41, -4.84]]","[[-3.02, 12.13], [-24.86, 6.69], [-27.88, 18.81], [-21.83, -5.44]]","{""Points"": [[-24.26, -6.05], [-30.31, 18.21], [-25.45, 19.42], [-23.03, 9.72], [-3.63, 14.55], [-2.42, 9.7], [-21.83, 4.86], [-19.41, -4.84]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-3.02, 12.13], [-24.86, 6.69], [-27.88, 18.81], [-21.83, -5.44]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_105,"[[-6.12, 3.54], [-7.42, 8.37], [-21.91, 4.48], [-20.61, -0.35]]","[[-6.77, 5.95], [-21.26, 2.07]]","{""Points"": [[-6.12, 3.54], [-7.42, 8.37], [-21.91, 4.48], [-20.61, -0.35]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-6.77, 5.95], [-21.26, 2.07]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_105,"[[-6.12, 3.54], [-7.42, 8.37], [-31.57, 1.89], [-38.04, 26.04], [-42.87, 24.75], [-35.1, -4.23]]","[[-6.77, 5.95], [-33.33, -1.17], [-40.45, 25.4]]","{""Points"": [[-6.12, 3.54], [-7.42, 8.37], [-31.57, 1.89], [-38.04, 26.04], [-42.87, 24.75], [-35.1, -4.23]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-6.77, 5.95], [-33.33, -1.17], [-40.45, 25.4]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_105,"[[-24.15, -6.47], [-26.74, 3.19], [-46.05, -1.99], [-47.35, 2.84], [-28.03, 8.02], [-30.62, 17.68], [-25.79, 18.97], [-23.2, 9.31], [-3.88, 14.49], [-2.59, 9.66], [-21.91, 4.48], [-19.32, -5.18]]","[[-3.24, 12.07], [-24.97, 6.25], [-46.7, 0.43], [-21.73, -5.82], [-28.2, 18.32]]","{""Points"": [[-24.15, -6.47], [-26.74, 3.19], [-46.05, -1.99], [-47.35, 2.84], [-28.03, 8.02], [-30.62, 17.68], [-25.79, 18.97], [-23.2, 9.31], [-3.88, 14.49], [-2.59, 9.66], [-21.91, 4.48], [-19.32, -5.18]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-3.24, 12.07], [-24.97, 6.25], [-46.7, 0.43], [-21.73, -5.82], [-28.2, 18.32]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_105,"[[-24.15, -6.47], [-30.62, 17.68], [-25.79, 18.97], [-23.2, 9.31], [-3.88, 14.49], [-2.59, 9.66], [-21.91, 4.48], [-19.32, -5.18]]","[[-3.24, 12.07], [-24.97, 6.25], [-28.2, 18.32], [-21.73, -5.82]]","{""Points"": [[-24.15, -6.47], [-30.62, 17.68], [-25.79, 18.97], [-23.2, 9.31], [-3.88, 14.49], [-2.59, 9.66], [-21.91, 4.48], [-19.32, -5.18]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-3.24, 12.07], [-24.97, 6.25], [-28.2, 18.32], [-21.73, -5.82]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_106,"[[-6.18, 3.43], [-7.56, 8.23], [-21.98, 4.1], [-20.6, -0.71]]","[[-6.87, 5.83], [-21.29, 1.7]]","{""Points"": [[-6.18, 3.43], [-7.56, 8.23], [-21.98, 4.1], [-20.6, -0.71]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-6.87, 5.83], [-21.29, 1.7]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_106,"[[-6.18, 3.43], [-7.56, 8.23], [-31.59, 1.34], [-38.49, 25.38], [-43.29, 24.0], [-35.02, -4.84]]","[[-6.87, 5.83], [-33.31, -1.75], [-40.89, 24.69]]","{""Points"": [[-6.18, 3.43], [-7.56, 8.23], [-31.59, 1.34], [-38.49, 25.38], [-43.29, 24.0], [-35.02, -4.84]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-6.87, 5.83], [-33.31, -1.75], [-40.89, 24.69]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_106,"[[-24.03, -6.89], [-26.79, 2.72], [-46.01, -2.79], [-47.39, 2.02], [-28.17, 7.53], [-30.92, 17.14], [-26.12, 18.52], [-23.36, 8.91], [-4.13, 14.42], [-2.76, 9.61], [-21.98, 4.1], [-19.23, -5.51]]","[[-3.45, 12.02], [-25.07, 5.81], [-46.7, -0.39], [-21.63, -6.2], [-28.52, 17.83]]","{""Points"": [[-24.03, -6.89], [-26.79, 2.72], [-46.01, -2.79], [-47.39, 2.02], [-28.17, 7.53], [-30.92, 17.14], [-26.12, 18.52], [-23.36, 8.91], [-4.13, 14.42], [-2.76, 9.61], [-21.98, 4.1], [-19.23, -5.51]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-3.45, 12.02], [-25.07, 5.81], [-46.7, -0.39], [-21.63, -6.2], [-28.52, 17.83]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_106,"[[-24.03, -6.89], [-30.92, 17.14], [-26.12, 18.52], [-23.36, 8.91], [-4.13, 14.42], [-2.76, 9.61], [-21.98, 4.1], [-19.23, -5.51]]","[[-3.45, 12.02], [-25.07, 5.81], [-28.52, 17.83], [-21.63, -6.2]]","{""Points"": [[-24.03, -6.89], [-30.92, 17.14], [-26.12, 18.52], [-23.36, 8.91], [-4.13, 14.42], [-2.76, 9.61], [-21.98, 4.1], [-19.23, -5.51]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-3.45, 12.02], [-25.07, 5.81], [-28.52, 17.83], [-21.63, -6.2]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_107,"[[-6.24, 3.32], [-7.71, 8.1], [-22.05, 3.72], [-20.59, -1.07]]","[[-6.97, 5.71], [-21.32, 1.32]]","{""Points"": [[-6.24, 3.32], [-7.71, 8.1], [-22.05, 3.72], [-20.59, -1.07]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-6.97, 5.71], [-21.32, 1.32]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_107,"[[-6.24, 3.32], [-7.71, 8.1], [-31.61, 0.79], [-38.92, 24.7], [-43.7, 23.24], [-34.93, -5.45]]","[[-6.97, 5.71], [-33.27, -2.33], [-41.31, 23.97]]","{""Points"": [[-6.24, 3.32], [-7.71, 8.1], [-31.61, 0.79], [-38.92, 24.7], [-43.7, 23.24], [-34.93, -5.45]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-6.97, 5.71], [-33.27, -2.33], [-41.31, 23.97]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_107,"[[-23.91, -7.31], [-26.83, 2.25], [-45.96, -3.59], [-47.42, 1.19], [-28.29, 7.04], [-31.22, 16.6], [-26.44, 18.06], [-23.51, 8.5], [-4.39, 14.34], [-2.92, 9.56], [-22.05, 3.72], [-19.13, -5.85]]","[[-3.65, 11.95], [-25.17, 5.38], [-46.69, -1.2], [-21.52, -6.58], [-28.83, 17.33]]","{""Points"": [[-23.91, -7.31], [-26.83, 2.25], [-45.96, -3.59], [-47.42, 1.19], [-28.29, 7.04], [-31.22, 16.6], [-26.44, 18.06], [-23.51, 8.5], [-4.39, 14.34], [-2.92, 9.56], [-22.05, 3.72], [-19.13, -5.85]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-3.65, 11.95], [-25.17, 5.38], [-46.69, -1.2], [-21.52, -6.58], [-28.83, 17.33]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_107,"[[-23.91, -7.31], [-31.22, 16.6], [-26.44, 18.06], [-23.51, 8.5], [-4.39, 14.34], [-2.92, 9.56], [-22.05, 3.72], [-19.13, -5.85]]","[[-3.65, 11.95], [-25.17, 5.38], [-28.83, 17.33], [-21.52, -6.58]]","{""Points"": [[-23.91, -7.31], [-31.22, 16.6], [-26.44, 18.06], [-23.51, 8.5], [-4.39, 14.34], [-2.92, 9.56], [-22.05, 3.72], [-19.13, -5.85]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-3.65, 11.95], [-25.17, 5.38], [-28.83, 17.33], [-21.52, -6.58]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_108,"[[-6.3, 3.21], [-7.85, 7.97], [-22.11, 3.33], [-20.57, -1.43]]","[[-7.07, 5.59], [-21.34, 0.95]]","{""Points"": [[-6.3, 3.21], [-7.85, 7.97], [-22.11, 3.33], [-20.57, -1.43]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-7.07, 5.59], [-21.34, 0.95]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_108,"[[-6.3, 3.21], [-7.85, 7.97], [-31.62, 0.24], [-39.35, 24.02], [-44.1, 22.47], [-34.83, -6.06]]","[[-7.07, 5.59], [-33.23, -2.91], [-41.72, 23.24]]","{""Points"": [[-6.3, 3.21], [-7.85, 7.97], [-31.62, 0.24], [-39.35, 24.02], [-44.1, 22.47], [-34.83, -6.06]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-7.07, 5.59], [-33.23, -2.91], [-41.72, 23.24]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_108,"[[-23.78, -7.73], [-26.87, 1.79], [-45.89, -4.4], [-47.43, 0.36], [-28.41, 6.54], [-31.5, 16.05], [-26.75, 17.6], [-23.66, 8.09], [-4.64, 14.27], [-3.09, 9.51], [-22.11, 3.33], [-19.02, -6.18]]","[[-3.86, 11.89], [-25.26, 4.94], [-46.66, -2.02], [-21.4, -6.95], [-29.12, 16.82]]","{""Points"": [[-23.78, -7.73], [-26.87, 1.79], [-45.89, -4.4], [-47.43, 0.36], [-28.41, 6.54], [-31.5, 16.05], [-26.75, 17.6], [-23.66, 8.09], [-4.64, 14.27], [-3.09, 9.51], [-22.11, 3.33], [-19.02, -6.18]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-3.86, 11.89], [-25.26, 4.94], [-46.66, -2.02], [-21.4, -6.95], [-29.12, 16.82]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_108,"[[-23.78, -7.73], [-31.5, 16.05], [-26.75, 17.6], [-23.66, 8.09], [-4.64, 14.27], [-3.09, 9.51], [-22.11, 3.33], [-19.02, -6.18]]","[[-3.86, 11.89], [-25.26, 4.94], [-29.12, 16.82], [-21.4, -6.95]]","{""Points"": [[-23.78, -7.73], [-31.5, 16.05], [-26.75, 17.6], [-23.66, 8.09], [-4.64, 14.27], [-3.09, 9.51], [-22.11, 3.33], [-19.02, -6.18]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-3.86, 11.89], [-25.26, 4.94], [-29.12, 16.82], [-21.4, -6.95]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_109,"[[-6.36, 3.1], [-7.98, 7.83], [-22.17, 2.94], [-20.54, -1.78]]","[[-7.17, 5.46], [-21.35, 0.58]]","{""Points"": [[-6.36, 3.1], [-7.98, 7.83], [-22.17, 2.94], [-20.54, -1.78]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-7.17, 5.46], [-21.35, 0.58]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_109,"[[-6.36, 3.1], [-7.98, 7.83], [-31.62, -0.31], [-39.76, 23.33], [-44.49, 21.7], [-34.72, -6.67]]","[[-7.17, 5.46], [-33.17, -3.49], [-42.12, 22.51]]","{""Points"": [[-6.36, 3.1], [-7.98, 7.83], [-31.62, -0.31], [-39.76, 23.33], [-44.49, 21.7], [-34.72, -6.67]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-7.17, 5.46], [-33.17, -3.49], [-42.12, 22.51]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_109,"[[-23.64, -8.14], [-26.89, 1.32], [-45.8, -5.2], [-47.43, -0.47], [-28.52, 6.04], [-31.78, 15.5], [-27.05, 17.13], [-23.79, 7.67], [-4.88, 14.18], [-3.26, 9.46], [-22.17, 2.94], [-18.91, -6.51]]","[[-4.07, 11.82], [-25.34, 4.49], [-46.62, -2.83], [-21.27, -7.33], [-29.41, 16.31]]","{""Points"": [[-23.64, -8.14], [-26.89, 1.32], [-45.8, -5.2], [-47.43, -0.47], [-28.52, 6.04], [-31.78, 15.5], [-27.05, 17.13], [-23.79, 7.67], [-4.88, 14.18], [-3.26, 9.46], [-22.17, 2.94], [-18.91, -6.51]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-4.07, 11.82], [-25.34, 4.49], [-46.62, -2.83], [-21.27, -7.33], [-29.41, 16.31]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_109,"[[-23.64, -8.14], [-31.78, 15.5], [-27.05, 17.13], [-23.79, 7.67], [-4.88, 14.18], [-3.26, 9.46], [-22.17, 2.94], [-18.91, -6.51]]","[[-4.07, 11.82], [-25.34, 4.49], [-29.41, 16.31], [-21.27, -7.33]]","{""Points"": [[-23.64, -8.14], [-31.78, 15.5], [-27.05, 17.13], [-23.79, 7.67], [-4.88, 14.18], [-3.26, 9.46], [-22.17, 2.94], [-18.91, -6.51]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-4.07, 11.82], [-25.34, 4.49], [-29.41, 16.31], [-21.27, -7.33]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_110,"[[-6.41, 2.99], [-8.12, 7.69], [-22.21, 2.56], [-20.5, -2.14]]","[[-7.26, 5.34], [-21.36, 0.21]]","{""Points"": [[-6.41, 2.99], [-8.12, 7.69], [-22.21, 2.56], [-20.5, -2.14]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-7.26, 5.34], [-21.36, 0.21]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_110,"[[-6.41, 2.99], [-8.12, 7.69], [-31.61, -0.86], [-40.16, 22.63], [-44.86, 20.92], [-34.6, -7.27]]","[[-7.26, 5.34], [-33.11, -4.07], [-42.51, 21.77]]","{""Points"": [[-6.41, 2.99], [-8.12, 7.69], [-31.61, -0.86], [-40.16, 22.63], [-44.86, 20.92], [-34.6, -7.27]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-7.26, 5.34], [-33.11, -4.07], [-42.51, 21.77]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_110,"[[-23.49, -8.55], [-26.91, 0.85], [-45.71, -5.99], [-47.42, -1.3], [-28.62, 5.54], [-32.04, 14.94], [-27.34, 16.65], [-23.92, 7.25], [-5.13, 14.1], [-3.42, 9.4], [-22.21, 2.56], [-18.79, -6.84]]","[[-4.28, 11.75], [-25.42, 4.05], [-46.56, -3.64], [-21.14, -7.7], [-29.69, 15.8]]","{""Points"": [[-23.49, -8.55], [-26.91, 0.85], [-45.71, -5.99], [-47.42, -1.3], [-28.62, 5.54], [-32.04, 14.94], [-27.34, 16.65], [-23.92, 7.25], [-5.13, 14.1], [-3.42, 9.4], [-22.21, 2.56], [-18.79, -6.84]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-4.28, 11.75], [-25.42, 4.05], [-46.56, -3.64], [-21.14, -7.7], [-29.69, 15.8]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_110,"[[-23.49, -8.55], [-32.04, 14.94], [-27.34, 16.65], [-23.92, 7.25], [-5.13, 14.1], [-3.42, 9.4], [-22.21, 2.56], [-18.79, -6.84]]","[[-4.28, 11.75], [-25.42, 4.05], [-29.69, 15.8], [-21.14, -7.7]]","{""Points"": [[-23.49, -8.55], [-32.04, 14.94], [-27.34, 16.65], [-23.92, 7.25], [-5.13, 14.1], [-3.42, 9.4], [-22.21, 2.56], [-18.79, -6.84]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-4.28, 11.75], [-25.42, 4.05], [-29.69, 15.8], [-21.14, -7.7]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_111,"[[-6.46, 2.88], [-8.25, 7.54], [-22.26, 2.17], [-20.46, -2.5]]","[[-7.36, 5.21], [-21.36, -0.17]]","{""Points"": [[-6.46, 2.88], [-8.25, 7.54], [-22.26, 2.17], [-20.46, -2.5]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-7.36, 5.21], [-21.36, -0.17]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_111,"[[-6.46, 2.88], [-8.25, 7.54], [-31.59, -1.42], [-40.55, 21.92], [-45.22, 20.13], [-34.47, -7.87]]","[[-7.36, 5.21], [-33.03, -4.65], [-42.88, 21.03]]","{""Points"": [[-6.46, 2.88], [-8.25, 7.54], [-31.59, -1.42], [-40.55, 21.92], [-45.22, 20.13], [-34.47, -7.87]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-7.36, 5.21], [-33.03, -4.65], [-42.88, 21.03]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_111,"[[-23.34, -8.96], [-26.92, 0.38], [-45.59, -6.79], [-47.39, -2.12], [-28.72, 5.04], [-32.3, 14.38], [-27.63, 16.17], [-24.05, 6.84], [-5.38, 14.0], [-3.58, 9.34], [-22.26, 2.17], [-18.67, -7.17]]","[[-4.48, 11.67], [-25.49, 3.61], [-46.49, -4.46], [-21.01, -8.06], [-29.96, 15.28]]","{""Points"": [[-23.34, -8.96], [-26.92, 0.38], [-45.59, -6.79], [-47.39, -2.12], [-28.72, 5.04], [-32.3, 14.38], [-27.63, 16.17], [-24.05, 6.84], [-5.38, 14.0], [-3.58, 9.34], [-22.26, 2.17], [-18.67, -7.17]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-4.48, 11.67], [-25.49, 3.61], [-46.49, -4.46], [-21.01, -8.06], [-29.96, 15.28]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_111,"[[-23.34, -8.96], [-32.3, 14.38], [-27.63, 16.17], [-24.05, 6.84], [-5.38, 14.0], [-3.58, 9.34], [-22.26, 2.17], [-18.67, -7.17]]","[[-4.48, 11.67], [-25.49, 3.61], [-29.96, 15.28], [-21.01, -8.06]]","{""Points"": [[-23.34, -8.96], [-32.3, 14.38], [-27.63, 16.17], [-24.05, 6.84], [-5.38, 14.0], [-3.58, 9.34], [-22.26, 2.17], [-18.67, -7.17]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-4.48, 11.67], [-25.49, 3.61], [-29.96, 15.28], [-21.01, -8.06]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_112,"[[-6.51, 2.76], [-8.38, 7.4], [-22.29, 1.78], [-20.42, -2.86]]","[[-7.45, 5.08], [-21.35, -0.54]]","{""Points"": [[-6.51, 2.76], [-8.38, 7.4], [-22.29, 1.78], [-20.42, -2.86]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-7.45, 5.08], [-21.35, -0.54]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_112,"[[-6.51, 2.76], [-8.38, 7.4], [-31.56, -1.97], [-40.93, 21.21], [-45.56, 19.34], [-34.32, -8.48]]","[[-7.45, 5.08], [-32.94, -5.22], [-43.24, 20.28]]","{""Points"": [[-6.51, 2.76], [-8.38, 7.4], [-31.56, -1.97], [-40.93, 21.21], [-45.56, 19.34], [-34.32, -8.48]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-7.45, 5.08], [-32.94, -5.22], [-43.24, 20.28]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_112,"[[-23.18, -9.37], [-26.93, -0.09], [-45.47, -7.59], [-47.34, -2.95], [-28.8, 4.54], [-32.54, 13.81], [-27.91, 15.69], [-24.16, 6.42], [-5.62, 13.91], [-3.75, 9.27], [-22.29, 1.78], [-18.54, -7.49]]","[[-4.68, 11.59], [-25.54, 3.16], [-46.41, -5.27], [-20.86, -8.43], [-30.23, 14.75]]","{""Points"": [[-23.18, -9.37], [-26.93, -0.09], [-45.47, -7.59], [-47.34, -2.95], [-28.8, 4.54], [-32.54, 13.81], [-27.91, 15.69], [-24.16, 6.42], [-5.62, 13.91], [-3.75, 9.27], [-22.29, 1.78], [-18.54, -7.49]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-4.68, 11.59], [-25.54, 3.16], [-46.41, -5.27], [-20.86, -8.43], [-30.23, 14.75]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
