"","age","type_employer","fnlwgt","education","education_num","marital","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_week","country","income"
"17064",49,"Private",124672,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"17065",19,"Private",219300,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,25,"United-States","<=50K"
"17066",22,"Private",270436,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
"17067",23,"Private",212619,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,50,"United-States","<=50K"
"17068",23,"Private",193586,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",3908,0,40,"United-States","<=50K"
"17069",40,"Private",84136,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,25,"United-States","<=50K"
"17070",55,"Federal-gov",264834,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"17071",34,"State-gov",98995,"Assoc-voc",11,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"17072",21,"Private",278254,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States","<=50K"
"17073",28,"Private",167987,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
"17074",43,"Federal-gov",72887,"Bachelors",13,"Married-spouse-absent","Tech-support","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
"17075",17,"Private",176467,"9th",5,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
"17076",51,"Self-emp-not-inc",85902,"10th",6,"Widowed","Transport-moving","Other-relative","White","Female",0,0,40,"United-States","<=50K"
"17077",37,"Private",223433,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"17078",54,"Self-emp-inc",108435,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
"17079",24,"Private",172496,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
"17080",35,"Private",241998,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"17081",48,"Private",245948,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","Black","Female",2174,0,40,"United-States","<=50K"
"17082",23,"Private",187513,"Assoc-voc",11,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
"17083",24,"Private",440138,"HS-grad",9,"Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,45,"England","<=50K"
"17084",24,"Private",218215,"Assoc-voc",11,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","<=50K"
"17085",50,"Private",158948,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",3411,0,40,"United-States","<=50K"
"17086",34,"Private",94413,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
"17087",45,"Private",183598,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"17088",36,"Private",192664,"11th",7,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
"17089",33,"Private",392812,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
"17090",21,"Private",155818,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
"17091",32,"Private",195000,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"17092",22,"Private",308205,"5th-6th",3,"Never-married","Farming-fishing","Other-relative","White","Male",0,0,40,"Mexico","<=50K"
"17093",53,"Private",104879,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
"17094",36,"Private",152307,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"17095",22,"Private",145964,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
"17096",47,"Private",97419,"HS-grad",9,"Married-civ-spouse","Protective-serv","Wife","Black","Female",0,0,40,"United-States","<=50K"
"17097",25,"?",12285,"Some-college",10,"Never-married","?","Not-in-family","Amer-Indian-Eskimo","Female",0,0,20,"United-States","<=50K"
"17098",30,"Private",263150,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,20,"United-States","<=50K"
"17099",49,"?",189885,"HS-grad",9,"Widowed","?","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"17100",23,"Private",151888,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
"17101",40,"Private",254167,"10th",6,"Separated","Transport-moving","Own-child","White","Male",0,0,35,"United-States","<=50K"
"17102",45,"Local-gov",331482,"Assoc-acdm",12,"Divorced","Tech-support","Own-child","White","Male",0,0,40,"United-States","<=50K"
"17103",61,"Local-gov",177189,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,42,"United-States","<=50K"
"17104",35,"Private",186886,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,55,"United-States","<=50K"
"17105",20,"Private",33221,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","<=50K"
"17106",27,"Private",188171,"10th",6,"Never-married","Adm-clerical","Own-child","White","Male",0,0,60,"United-States","<=50K"
"17107",23,"Private",209770,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
"17108",25,"Private",164488,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"?","<=50K"
"17109",65,"Local-gov",180869,"Some-college",10,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"17110",25,"Private",190350,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"17111",49,"Private",137192,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,1977,50,"South",">50K"
"17112",45,"Private",204057,"Bachelors",13,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"Germany","<=50K"
"17113",46,"Private",198774,"Masters",14,"Divorced","Exec-managerial","Unmarried","White","Female",0,323,45,"United-States","<=50K"
"17114",67,"Private",134906,"HS-grad",9,"Widowed","Sales","Not-in-family","White","Female",0,0,32,"United-States","<=50K"
"17115",40,"Private",174515,"HS-grad",9,"Widowed","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"17116",51,"Private",259363,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
"17117",44,"Self-emp-not-inc",201742,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2415,50,"United-States",">50K"
"17118",35,"Private",209609,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
"17119",28,"Private",185127,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"17120",44,"Private",462838,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Female",0,0,48,"United-States","<=50K"
"17121",37,"Private",176967,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
"17122",54,"Private",284129,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States",">50K"
"17123",33,"Federal-gov",37546,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
"17124",46,"Private",116666,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"17125",45,"Private",120724,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",4386,0,40,"United-States","<=50K"
"17126",27,"Private",314240,"Assoc-acdm",12,"Never-married","Exec-managerial","Not-in-family","White","Male",3325,0,40,"United-States","<=50K"
"17127",49,"Private",423222,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
"17128",51,"Private",201127,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"17129",27,"Private",202239,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
"17130",36,"Private",209629,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"17131",59,"Private",165922,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,40,"United-States",">50K"
"17132",24,"Private",133520,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
"17133",66,"?",99888,"Assoc-voc",11,"Widowed","?","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"17134",31,"Private",176410,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,38,"United-States","<=50K"
"17135",35,"Federal-gov",103214,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","Amer-Indian-Eskimo","Female",0,0,60,"United-States",">50K"
"17136",34,"Private",122612,"Bachelors",13,"Married-civ-spouse","Other-service","Wife","Asian-Pac-Islander","Female",7688,0,50,"Philippines",">50K"
"17137",50,"Private",226735,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,70,"United-States",">50K"
"17138",43,"Self-emp-inc",151089,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
"17139",21,"Private",244312,"9th",5,"Never-married","Craft-repair","Own-child","White","Male",0,0,30,"El-Salvador","<=50K"
"17140",33,"Private",209317,"9th",5,"Never-married","Other-service","Not-in-family","White","Male",0,0,45,"El-Salvador","<=50K"
"17141",48,"Private",99096,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,1590,38,"United-States","<=50K"
"17142",22,"Private",374116,"HS-grad",9,"Never-married","Priv-house-serv","Own-child","White","Female",0,0,36,"United-States","<=50K"
"17143",29,"Private",205249,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"Japan","<=50K"
"17144",42,"Self-emp-not-inc",326083,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"17145",28,"Self-emp-not-inc",183523,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"Hungary","<=50K"
"17146",36,"Private",350783,"HS-grad",9,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
"17147",66,"Local-gov",140849,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
"17148",44,"Private",175943,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,20,"United-States","<=50K"
"17149",45,"Local-gov",125933,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"17150",49,"Private",225124,"HS-grad",9,"Divorced","Other-service","Own-child","Black","Female",0,0,40,"United-States","<=50K"
"17151",36,"Private",272090,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,45,"El-Salvador","<=50K"
"17152",48,"Private",40666,"11th",7,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,60,"United-States","<=50K"
"17153",19,"Private",35245,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
"17154",36,"Private",167482,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
"17155",41,"Private",204662,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
"17156",32,"Private",291147,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
"17157",49,"Private",179869,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"17158",51,"Self-emp-not-inc",205100,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K"
"17159",20,"Private",352139,"Some-college",10,"Divorced","Other-service","Own-child","White","Female",0,0,29,"United-States","<=50K"
"17160",39,"Private",111268,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
"17161",38,"Private",247111,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
"17162",19,"Private",271446,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","<=50K"
"17163",29,"Local-gov",132412,"Bachelors",13,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
"17164",52,"Self-emp-inc",74712,"HS-grad",9,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States",">50K"
"17165",22,"Private",94662,"Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,44,"United-States","<=50K"
"17166",44,"Self-emp-inc",33126,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,80,"United-States","<=50K"
"17167",43,"Private",133584,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"17168",41,"Local-gov",103759,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",3942,0,40,"United-States","<=50K"
"17169",63,"?",64448,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States","<=50K"
"17170",40,"Private",374367,"Assoc-voc",11,"Separated","Sales","Not-in-family","Black","Male",0,0,44,"United-States","<=50K"
"17171",40,"Private",179666,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,30,"Canada","<=50K"
"17172",18,"Private",99219,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
"17173",57,"Self-emp-inc",180211,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,50,"Taiwan",">50K"
"17174",54,"Local-gov",219276,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"Philippines",">50K"
"17175",44,"Private",150011,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"17176",20,"Private",231231,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
"17177",40,"Private",182217,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"Scotland","<=50K"
"17178",29,"Private",277342,"Some-college",10,"Never-married","Transport-moving","Unmarried","White","Male",0,0,40,"United-States","<=50K"
"17179",22,"Private",140001,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"17180",44,"Private",99651,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",5178,0,40,"United-States",">50K"
"17181",45,"Private",223319,"Some-college",10,"Divorced","Sales","Own-child","White","Male",0,0,45,"United-States","<=50K"
"17182",52,"Private",235307,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"17183",57,"Private",206343,"HS-grad",9,"Separated","Machine-op-inspct","Not-in-family","White","Male",2174,0,40,"Cuba","<=50K"
"17184",51,"Local-gov",156003,"HS-grad",9,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"17185",23,"Private",529223,"Bachelors",13,"Never-married","Sales","Own-child","Black","Male",0,0,10,"United-States","<=50K"
"17186",22,"Private",202871,"Assoc-voc",11,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,44,"United-States","<=50K"
